latex2e-_textasciicircum	\textasciicircum
mathabx-_righttoleftarrow	\righttoleftarrow
mathabx-_curvearrowright	\curvearrowright
mathabx-_looparrowdownleft	\looparrowdownleft
mathabx-_Rsh	\Rsh
mathabx-_dlsh	\dlsh
mathabx-_looparrowdownright	\looparrowdownright
mathabx-_searrow	\searrow
mathabx-_downdownarrows	\downdownarrows
mathabx-_looparrowleft	\looparrowleft
mathabx-_swarrow	\swarrow
mathabx-_downtouparrow	\downtouparrow
mathabx-_looparrowright	\looparrowright
mathabx-_updownarrows	\updownarrows
mathabx-_downuparrows	\downuparrows
mathabx-_Lsh	\Lsh
mathabx-_uptodownarrow	\uptodownarrow
mathabx-_drsh	\drsh
mathabx-_nearrow	\nearrow
mathabx-_upuparrows	\upuparrows
mathabx-_nLeftarrow	\nLeftarrow
mathabx-_nleftrightarrow	\nleftrightarrow
mathabx-_nrightarrow	\nrightarrow
mathabx-_nleftarrow	\nleftarrow
mathabx-_nLeftrightarrow	\nLeftrightarrow
mathabx-_nRightarrow	\nRightarrow
mathabx-_barleftharpoon	\barleftharpoon
mathabx-_leftharpoonup	\leftharpoonup
mathabx-_rightleftharpoons	\rightleftharpoons
mathabx-_barrightharpoon	\barrightharpoon
mathabx-_leftleftharpoons	\leftleftharpoons
mathabx-_rightrightharpoons	\rightrightharpoons
mathabx-_downdownharpoons	\downdownharpoons
mathabx-_leftrightharpoon	\leftrightharpoon
mathabx-_updownharpoons	\updownharpoons
mathabx-_downharpoonleft	\downharpoonleft
mathabx-_leftrightharpoons	\leftrightharpoons
mathabx-_upharpoonleft	\upharpoonleft
mathabx-_downharpoonright	\downharpoonright
mathabx-_rightbarharpoon	\rightbarharpoon
mathabx-_upharpoonright	\upharpoonright
mathabx-_downupharpoons	\downupharpoons
mathabx-_rightharpoondown	\rightharpoondown
mathabx-_upupharpoons	\upupharpoons
mathabx-_leftbarharpoon	\leftbarharpoon
mathabx-_rightharpoonup	\rightharpoonup
mathabx-_leftharpoondown	\leftharpoondown
mathabx-_rightleftharpoon	\rightleftharpoon
MnSymbol-_curvearrowdownup	\curvearrowdownup
MnSymbol-_longleftarrow	\longleftarrow
MnSymbol-_curvearrowleftright	\curvearrowleftright
MnSymbol-_Longleftarrow	\Longleftarrow
MnSymbol-_curvearrownesw	\curvearrownesw
MnSymbol-_longleftrightarrow	\longleftrightarrow
MnSymbol-_curvearrownwse	\curvearrownwse
MnSymbol-_Longleftrightarrow	\Longleftrightarrow
MnSymbol-_curvearrowrightleft	\curvearrowrightleft
MnSymbol-_longmapsto	\longmapsto
MnSymbol-_curvearrowsenw	\curvearrowsenw
MnSymbol-_longrightarrow	\longrightarrow
MnSymbol-_curvearrowswne	\curvearrowswne
MnSymbol-_Longrightarrow	\Longrightarrow
MnSymbol-_curvearrowupdown	\curvearrowupdown
MnSymbol-_looparrowleft	\looparrowleft
MnSymbol-_dasheddownarrow	\dasheddownarrow
MnSymbol-_looparrowright	\looparrowright
MnSymbol-_dashedleftarrow	\dashedleftarrow
MnSymbol-_Lsh	\Lsh
MnSymbol-_dashednearrow	\dashednearrow
MnSymbol-_nearrow	\nearrow
MnSymbol-_dashednwarrow	\dashednwarrow
MnSymbol-_Nearrow	\Nearrow
MnSymbol-_dashedrightarrow	\dashedrightarrow
MnSymbol-_nearrowtail	\nearrowtail
MnSymbol-_dashedsearrow	\dashedsearrow
MnSymbol-_nelsquigarrow	\nelsquigarrow
MnSymbol-_dashedswarrow	\dashedswarrow
MnSymbol-_nemapsto	\nemapsto
MnSymbol-_dasheduparrow	\dasheduparrow
MnSymbol-_nenearrows	\nenearrows
MnSymbol-_Downarrow	\Downarrow
MnSymbol-_nersquigarrow	\nersquigarrow
MnSymbol-_downarrow	\downarrow
MnSymbol-_neswarrow	\neswarrow
MnSymbol-_downarrowtail	\downarrowtail
MnSymbol-_Neswarrow	\Neswarrow
MnSymbol-_downdownarrows	\downdownarrows
MnSymbol-_neswarrows	\neswarrows
MnSymbol-_downlsquigarrow	\downlsquigarrow
MnSymbol-_nwarrow	\nwarrow
MnSymbol-_downmapsto	\downmapsto
MnSymbol-_Nwarrow	\Nwarrow
MnSymbol-_rhookswarrow	\rhookswarrow
MnSymbol-_rhookuparrow	\rhookuparrow
MnSymbol-_rightarrow	\rightarrow
MnSymbol-_Rightarrow	\Rightarrow
MnSymbol-_rightarrowtail	\rightarrowtail
MnSymbol-_rightleftarrows	\rightleftarrows
MnSymbol-_rightlsquigarrow	\rightlsquigarrow
MnSymbol-_rightmapsto	\rightmapsto
MnSymbol-_rightrightarrows	\rightrightarrows
MnSymbol-_rightrsquigarrow	\rightrsquigarrow
MnSymbol-_Rrightarrow	\Rrightarrow
MnSymbol-_Rsh	\Rsh
MnSymbol-_searrow	\searrow
MnSymbol-_Searrow	\Searrow
MnSymbol-_searrowtail	\searrowtail
MnSymbol-_selsquigarrow	\selsquigarrow
MnSymbol-_semapsto	\semapsto
MnSymbol-_senwarrows	\senwarrows
MnSymbol-_sersquigarrow	\sersquigarrow
MnSymbol-_sesearrows	\sesearrows
MnSymbol-_squigarrowdownup	\squigarrowdownup
MnSymbol-_squigarrowleftright	\squigarrowleftright
MnSymbol-_downrsquigarrow	\downrsquigarrow
MnSymbol-_nwarrowtail	\nwarrowtail
MnSymbol-_squigarrownesw	\squigarrownesw
MnSymbol-_downuparrows	\downuparrows
MnSymbol-_nwlsquigarrow	\nwlsquigarrow
MnSymbol-_squigarrownwse	\squigarrownwse
MnSymbol-_lcirclearrowdown	\lcirclearrowdown
MnSymbol-_nwmapsto	\nwmapsto
MnSymbol-_squigarrowrightleft	\squigarrowrightleft
MnSymbol-_lcirclearrowleft	\lcirclearrowleft
MnSymbol-_nwnwarrows	\nwnwarrows
MnSymbol-_squigarrowsenw	\squigarrowsenw
MnSymbol-_lcirclearrowright	\lcirclearrowright
MnSymbol-_nwrsquigarrow	\nwrsquigarrow
MnSymbol-_squigarrowswne	\squigarrowswne
MnSymbol-_lcirclearrowup	\lcirclearrowup
MnSymbol-_nwsearrow	\nwsearrow
MnSymbol-_squigarrowupdown	\squigarrowupdown
MnSymbol-_lcurvearrowdown	\lcurvearrowdown
MnSymbol-_Nwsearrow	\Nwsearrow
MnSymbol-_swarrow	\swarrow
MnSymbol-_lcurvearrowleft	\lcurvearrowleft
MnSymbol-_nwsearrows	\nwsearrows
MnSymbol-_Swarrow	\Swarrow
MnSymbol-_lcurvearrowne	\lcurvearrowne
MnSymbol-_partialvardlcircleleftint	\partialvardlcircleleftint
MnSymbol-_swarrowtail	\swarrowtail
MnSymbol-_lcurvearrownw	\lcurvearrownw
MnSymbol-_partialvardlcirclerightint	\partialvardlcirclerightint
MnSymbol-_swlsquigarrow	\swlsquigarrow
MnSymbol-_lcurvearrowright	\lcurvearrowright
MnSymbol-_partialvardrcircleleftint	\partialvardrcircleleftint
MnSymbol-_swmapsto	\swmapsto
MnSymbol-_lcurvearrowse	\lcurvearrowse
MnSymbol-_partialvardrcirclerightint	\partialvardrcirclerightint
MnSymbol-_swnearrows	\swnearrows
MnSymbol-_lcurvearrowsw	\lcurvearrowsw
MnSymbol-_partialvartlcircleleftint	\partialvartlcircleleftint
MnSymbol-_swrsquigarrow	\swrsquigarrow
MnSymbol-_lcurvearrowup	\lcurvearrowup
MnSymbol-_partialvartlcirclerightint	\partialvartlcirclerightint
MnSymbol-_swswarrows	\swswarrows
MnSymbol-_Leftarrow	\Leftarrow
MnSymbol-_partialvartrcircleleftint	\partialvartrcircleleftint
MnSymbol-_twoheaddownarrow	\twoheaddownarrow
MnSymbol-_leftarrow	\leftarrow
MnSymbol-_partialvartrcirclerightint	\partialvartrcirclerightint
MnSymbol-_twoheadleftarrow	\twoheadleftarrow
MnSymbol-_leftarrowtail	\leftarrowtail
MnSymbol-_rcirclearrowdown	\rcirclearrowdown
MnSymbol-_twoheadnearrow	\twoheadnearrow
MnSymbol-_leftleftarrows	\leftleftarrows
MnSymbol-_rcirclearrowleft	\rcirclearrowleft
MnSymbol-_twoheadnwarrow	\twoheadnwarrow
MnSymbol-_leftlsquigarrow	\leftlsquigarrow
MnSymbol-_rcirclearrowright	\rcirclearrowright
MnSymbol-_twoheadrightarrow	\twoheadrightarrow
MnSymbol-_leftmapsto	\leftmapsto
MnSymbol-_rcirclearrowup	\rcirclearrowup
MnSymbol-_twoheadsearrow	\twoheadsearrow
MnSymbol-_leftrightarrow	\leftrightarrow
MnSymbol-_rcurvearrowdown	\rcurvearrowdown
MnSymbol-_twoheadswarrow	\twoheadswarrow
MnSymbol-_Leftrightarrow	\Leftrightarrow
MnSymbol-_rcurvearrowleft	\rcurvearrowleft
MnSymbol-_twoheaduparrow	\twoheaduparrow
MnSymbol-_leftrightarrows	\leftrightarrows
MnSymbol-_rcurvearrowne	\rcurvearrowne
MnSymbol-_uparrow	\uparrow
MnSymbol-_leftrsquigarrow	\leftrsquigarrow
MnSymbol-_rcurvearrownw	\rcurvearrownw
MnSymbol-_Uparrow	\Uparrow
MnSymbol-_lhookdownarrow	\lhookdownarrow
MnSymbol-_rcurvearrowright	\rcurvearrowright
MnSymbol-_uparrowtail	\uparrowtail
MnSymbol-_lhookleftarrow	\lhookleftarrow
MnSymbol-_rcurvearrowse	\rcurvearrowse
MnSymbol-_updownarrow	\updownarrow
MnSymbol-_lhooknearrow	\lhooknearrow
MnSymbol-_rcurvearrowsw	\rcurvearrowsw
MnSymbol-_Updownarrow	\Updownarrow
MnSymbol-_lhooknwarrow	\lhooknwarrow
MnSymbol-_rcurvearrowup	\rcurvearrowup
MnSymbol-_updownarrows	\updownarrows
MnSymbol-_lhookrightarrow	\lhookrightarrow
MnSymbol-_rhookdownarrow	\rhookdownarrow
MnSymbol-_uplsquigarrow	\uplsquigarrow
MnSymbol-_lhooksearrow	\lhooksearrow
MnSymbol-_rhookleftarrow	\rhookleftarrow
MnSymbol-_upmapsto	\upmapsto
MnSymbol-_lhookswarrow	\lhookswarrow
MnSymbol-_rhooknearrow	\rhooknearrow
MnSymbol-_uprsquigarrow	\uprsquigarrow
MnSymbol-_lhookuparrow	\lhookuparrow
MnSymbol-_rhooknwarrow	\rhooknwarrow
MnSymbol-_upuparrows	\upuparrows
MnSymbol-_lightning	\lightning
MnSymbol-_rhookrightarrow	\rhookrightarrow
MnSymbol-_Lleftarrow	\Lleftarrow
MnSymbol-_rhooksearrow	\rhooksearrow
MnSymbol-_ncurvearrowdownup	\ncurvearrowdownup
MnSymbol-_nlhooknwarrow	\nlhooknwarrow
MnSymbol-_nrightleftarrows	\nrightleftarrows
MnSymbol-_ncurvearrowleftright	\ncurvearrowleftright
MnSymbol-_nlhookrightarrow	\nlhookrightarrow
MnSymbol-_nrightlsquigarrow	\nrightlsquigarrow
MnSymbol-_ncurvearrownesw	\ncurvearrownesw
MnSymbol-_nlhooksearrow	\nlhooksearrow
MnSymbol-_nrightmapsto	\nrightmapsto
MnSymbol-_ncurvearrownwse	\ncurvearrownwse
MnSymbol-_nlhookswarrow	\nlhookswarrow
MnSymbol-_nrightrightarrows	\nrightrightarrows
MnSymbol-_ncurvearrowrightleft	\ncurvearrowrightleft
MnSymbol-_nlhookuparrow	\nlhookuparrow
MnSymbol-_nrightrsquigarrow	\nrightrsquigarrow
MnSymbol-_ncurvearrowsenw	\ncurvearrowsenw
MnSymbol-_nLleftarrow	\nLleftarrow
MnSymbol-_nRrightarrow	\nRrightarrow
MnSymbol-_ncurvearrowswne	\ncurvearrowswne
MnSymbol-_nnearrow	\nnearrow
MnSymbol-_nSearrow	\nSearrow
MnSymbol-_ncurvearrowupdown	\ncurvearrowupdown
MnSymbol-_nNearrow	\nNearrow
MnSymbol-_nsearrow	\nsearrow
MnSymbol-_ndasheddownarrow	\ndasheddownarrow
MnSymbol-_nnearrowtail	\nnearrowtail
MnSymbol-_nsearrowtail	\nsearrowtail
MnSymbol-_ndashedleftarrow	\ndashedleftarrow
MnSymbol-_nnelsquigarrow	\nnelsquigarrow
MnSymbol-_nselsquigarrow	\nselsquigarrow
MnSymbol-_ndashednearrow	\ndashednearrow
MnSymbol-_nnemapsto	\nnemapsto
MnSymbol-_nsemapsto	\nsemapsto
MnSymbol-_ndashednwarrow	\ndashednwarrow
MnSymbol-_nnenearrows	\nnenearrows
MnSymbol-_nsenwarrows	\nsenwarrows
MnSymbol-_ndashedrightarrow	\ndashedrightarrow
MnSymbol-_nnersquigarrow	\nnersquigarrow
MnSymbol-_nsersquigarrow	\nsersquigarrow
MnSymbol-_ndashedsearrow	\ndashedsearrow
MnSymbol-_nNeswarrow	\nNeswarrow
MnSymbol-_nsesearrows	\nsesearrows
MnSymbol-_ndashedswarrow	\ndashedswarrow
MnSymbol-_nneswarrow	\nneswarrow
MnSymbol-_nsquigarrowdownup	\nsquigarrowdownup
MnSymbol-_ndasheduparrow	\ndasheduparrow
MnSymbol-_nneswarrows	\nneswarrows
MnSymbol-_nsquigarrowleftright	\nsquigarrowleftright
MnSymbol-_ndownarrow	\ndownarrow
MnSymbol-_nNwarrow	\nNwarrow
MnSymbol-_nsquigarrownesw	\nsquigarrownesw
MnSymbol-_nDownarrow	\nDownarrow
MnSymbol-_nnwarrow	\nnwarrow
MnSymbol-_nsquigarrownwse	\nsquigarrownwse
MnSymbol-_ndownarrowtail	\ndownarrowtail
MnSymbol-_nnwarrowtail	\nnwarrowtail
MnSymbol-_nsquigarrowrightleft	\nsquigarrowrightleft
MnSymbol-_ndowndownarrows	\ndowndownarrows
MnSymbol-_nnwlsquigarrow	\nnwlsquigarrow
MnSymbol-_nsquigarrowsenw	\nsquigarrowsenw
MnSymbol-_ndownlsquigarrow	\ndownlsquigarrow
MnSymbol-_nnwmapsto	\nnwmapsto
MnSymbol-_nsquigarrowswne	\nsquigarrowswne
MnSymbol-_ndownmapsto	\ndownmapsto
MnSymbol-_nnwnwarrows	\nnwnwarrows
MnSymbol-_nsquigarrowupdown	\nsquigarrowupdown
MnSymbol-_ndownrsquigarrow	\ndownrsquigarrow
MnSymbol-_nnwrsquigarrow	\nnwrsquigarrow
MnSymbol-_nswarrow	\nswarrow
MnSymbol-_ndownuparrows	\ndownuparrows
MnSymbol-_nnwsearrow	\nnwsearrow
MnSymbol-_nSwarrow	\nSwarrow
MnSymbol-_nlcirclearrowdown	\nlcirclearrowdown
MnSymbol-_nNwsearrow	\nNwsearrow
MnSymbol-_nswarrowtail	\nswarrowtail
MnSymbol-_nlcirclearrowleft	\nlcirclearrowleft
MnSymbol-_nnwsearrows	\nnwsearrows
MnSymbol-_nswlsquigarrow	\nswlsquigarrow
MnSymbol-_nlcirclearrowright	\nlcirclearrowright
MnSymbol-_nrcirclearrowdown	\nrcirclearrowdown
MnSymbol-_nswmapsto	\nswmapsto
MnSymbol-_nlcirclearrowup	\nlcirclearrowup
MnSymbol-_nrcirclearrowleft	\nrcirclearrowleft
MnSymbol-_nswnearrows	\nswnearrows
MnSymbol-_nlcurvearrowdown	\nlcurvearrowdown
MnSymbol-_nrcirclearrowright	\nrcirclearrowright
MnSymbol-_nswrsquigarrow	\nswrsquigarrow
MnSymbol-_nlcurvearrowleft	\nlcurvearrowleft
MnSymbol-_nrcirclearrowup	\nrcirclearrowup
MnSymbol-_nswswarrows	\nswswarrows
MnSymbol-_nlcurvearrowne	\nlcurvearrowne
MnSymbol-_nrcurvearrowdown	\nrcurvearrowdown
MnSymbol-_ntwoheaddownarrow	\ntwoheaddownarrow
MnSymbol-_nlcurvearrownw	\nlcurvearrownw
MnSymbol-_nrcurvearrowleft	\nrcurvearrowleft
MnSymbol-_ntwoheadleftarrow	\ntwoheadleftarrow
MnSymbol-_nlcurvearrowright	\nlcurvearrowright
MnSymbol-_nrcurvearrowne	\nrcurvearrowne
MnSymbol-_ntwoheadnearrow	\ntwoheadnearrow
MnSymbol-_nlcurvearrowse	\nlcurvearrowse
MnSymbol-_nrcurvearrownw	\nrcurvearrownw
MnSymbol-_ntwoheadnwarrow	\ntwoheadnwarrow
MnSymbol-_nlcurvearrowsw	\nlcurvearrowsw
MnSymbol-_nrcurvearrowright	\nrcurvearrowright
MnSymbol-_ntwoheadrightarrow	\ntwoheadrightarrow
MnSymbol-_nlcurvearrowup	\nlcurvearrowup
MnSymbol-_nrcurvearrowse	\nrcurvearrowse
MnSymbol-_ntwoheadsearrow	\ntwoheadsearrow
MnSymbol-_nLeftarrow	\nLeftarrow
MnSymbol-_nrcurvearrowsw	\nrcurvearrowsw
MnSymbol-_ntwoheadswarrow	\ntwoheadswarrow
MnSymbol-_nleftarrow	\nleftarrow
MnSymbol-_nrcurvearrowup	\nrcurvearrowup
MnSymbol-_ntwoheaduparrow	\ntwoheaduparrow
MnSymbol-_nleftarrowtail	\nleftarrowtail
MnSymbol-_nrhookdownarrow	\nrhookdownarrow
MnSymbol-_nuparrow	\nuparrow
MnSymbol-_nleftleftarrows	\nleftleftarrows
MnSymbol-_nrhookleftarrow	\nrhookleftarrow
MnSymbol-_nUparrow	\nUparrow
MnSymbol-_nleftlsquigarrow	\nleftlsquigarrow
MnSymbol-_nrhooknearrow	\nrhooknearrow
MnSymbol-_nuparrowtail	\nuparrowtail
MnSymbol-_nleftmapsto	\nleftmapsto
MnSymbol-_nrhooknwarrow	\nrhooknwarrow
MnSymbol-_nupdownarrow	\nupdownarrow
MnSymbol-_nleftrightarrow	\nleftrightarrow
MnSymbol-_nrhookrightarrow	\nrhookrightarrow
MnSymbol-_nUpdownarrow	\nUpdownarrow
MnSymbol-_nLeftrightarrow	\nLeftrightarrow
MnSymbol-_nrhooksearrow	\nrhooksearrow
MnSymbol-_nupdownarrows	\nupdownarrows
MnSymbol-_nleftrightarrows	\nleftrightarrows
MnSymbol-_nrhookswarrow	\nrhookswarrow
MnSymbol-_nuplsquigarrow	\nuplsquigarrow
MnSymbol-_nleftrsquigarrow	\nleftrsquigarrow
MnSymbol-_nrhookuparrow	\nrhookuparrow
MnSymbol-_nupmapsto	\nupmapsto
MnSymbol-_nlhookdownarrow	\nlhookdownarrow
MnSymbol-_nrightarrow	\nrightarrow
MnSymbol-_nuprsquigarrow	\nuprsquigarrow
MnSymbol-_nlhookleftarrow	\nlhookleftarrow
MnSymbol-_nRightarrow	\nRightarrow
MnSymbol-_nupuparrows	\nupuparrows
MnSymbol-_nlhooknearrow	\nlhooknearrow
MnSymbol-_nrightarrowtail	\nrightarrowtail
fdsymbol-_downharpoonleft	\downharpoonleft
fdsymbol-_neswharpoons	\neswharpoons
fdsymbol-_seharpoonsw	\seharpoonsw
fdsymbol-_downharpoonright	\downharpoonright
fdsymbol-_neswharpoonsenw	\neswharpoonsenw
fdsymbol-_senwharpoons	\senwharpoons
fdsymbol-_downupharpoons	\downupharpoons
fdsymbol-_nwharpoonne	\nwharpoonne
fdsymbol-_swharpoonnw	\swharpoonnw
fdsymbol-_leftharpoondown	\leftharpoondown
fdsymbol-_nwharpoonsw	\nwharpoonsw
fdsymbol-_swharpoonse	\swharpoonse
fdsymbol-_leftharpoonup	\leftharpoonup
fdsymbol-_nwseharpoonnesw	\nwseharpoonnesw
fdsymbol-_swneharpoons	\swneharpoons
fdsymbol-_leftrightharpoondownup	\leftrightharpoondownup
fdsymbol-_nwseharpoons	\nwseharpoons
fdsymbol-_updownharpoonleftright	\updownharpoonleftright
fdsymbol-_leftrightharpoons	\leftrightharpoons
fdsymbol-_nwseharpoonswne	\nwseharpoonswne
fdsymbol-_updownharpoonrightleft	\updownharpoonrightleft
fdsymbol-_leftrightharpoonupdown	\leftrightharpoonupdown
fdsymbol-_rightharpoondown	\rightharpoondown
fdsymbol-_updownharpoons	\updownharpoons
fdsymbol-_neharpoonnw	\neharpoonnw
fdsymbol-_rightharpoonup	\rightharpoonup
fdsymbol-_upharpoonleft	\upharpoonleft
fdsymbol-_neharpoonse	\neharpoonse
fdsymbol-_rightleftharpoons	\rightleftharpoons
fdsymbol-_upharpoonright	\upharpoonright
fdsymbol-_neswharpoonnwse	\neswharpoonnwse
fdsymbol-_seharpoonne	\seharpoonne
fdsymbol-_ndownharpoonleft	\ndownharpoonleft
fdsymbol-_nneswharpoons	\nneswharpoons
fdsymbol-_nseharpoonsw	\nseharpoonsw
fdsymbol-_ndownharpoonright	\ndownharpoonright
fdsymbol-_nneswharpoonsenw	\nneswharpoonsenw
fdsymbol-_nsenwharpoons	\nsenwharpoons
fdsymbol-_ndownupharpoons	\ndownupharpoons
fdsymbol-_nnwharpoonne	\nnwharpoonne
fdsymbol-_nswharpoonnw	\nswharpoonnw
fdsymbol-_nleftharpoondown	\nleftharpoondown
fdsymbol-_nnwharpoonsw	\nnwharpoonsw
fdsymbol-_nswharpoonse	\nswharpoonse
fdsymbol-_nleftharpoonup	\nleftharpoonup
fdsymbol-_nnwseharpoonnesw	\nnwseharpoonnesw
fdsymbol-_nswneharpoons	\nswneharpoons
fdsymbol-_nleftrightharpoondownup	\nleftrightharpoondownup
fdsymbol-_nnwseharpoons	\nnwseharpoons
fdsymbol-_nupdownharpoonleftright	\nupdownharpoonleftright
fdsymbol-_nleftrightharpoons	\nleftrightharpoons
fdsymbol-_nnwseharpoonswne	\nnwseharpoonswne
fdsymbol-_nupdownharpoonrightleft	\nupdownharpoonrightleft
fdsymbol-_nleftrightharpoonupdown	\nleftrightharpoonupdown
fdsymbol-_nrightharpoondown	\nrightharpoondown
fdsymbol-_nupdownharpoons	\nupdownharpoons
fdsymbol-_nneharpoonnw	\nneharpoonnw
fdsymbol-_nrightharpoonup	\nrightharpoonup
fdsymbol-_nupharpoonleft	\nupharpoonleft
fdsymbol-_nneharpoonse	\nneharpoonse
fdsymbol-_nrightleftharpoons	\nrightleftharpoons
fdsymbol-_nupharpoonright	\nupharpoonright
fdsymbol-_nneswharpoonnwse	\nneswharpoonnwse
fdsymbol-_nseharpoonne	\nseharpoonne
stix-_langledot	\langledot
stix-_rangledot	\rangledot
stix-_llangle	\llangle
stix-_rrangle	\rrangle
stix-_lbag	\lbag
stix-_rbag	\rbag
stix-_llcorner	\llcorner
stix-_lrcorner	\lrcorner
stix-_lblkbrbrak	\lblkbrbrak
stix-_rblkbrbrak	\rblkbrbrak
stix-_llparenthesis	\llparenthesis
stix-_rrparenthesis	\rrparenthesis
stix-_lbracklltick	\lbracklltick
stix-_rbrackurtick	\rbrackurtick
stix-_Lparengtr	\Lparengtr
stix-_Rparenless	\Rparenless
stix-_lbrackubar	\lbrackubar
stix-_rbrackubar	\rbrackubar
stix-_lparenless	\lparenless
stix-_rparengtr	\rparengtr
stix-_lbrackultick	\lbrackultick
stix-_rbracklrtick	\rbracklrtick
stix-_lvzigzag	\lvzigzag
stix-_rvzigzag	\rvzigzag
stix-_Lbrbrak	\Lbrbrak
stix-_Rbrbrak	\Rbrbrak
stix-_Lvzigzag	\Lvzigzag
stix-_Rvzigzag	\Rvzigzag
stix-_lcurvyangle	\lcurvyangle
stix-_rcurvyangle	\rcurvyangle
stix-_ulcorner	\ulcorner
stix-_urcorner	\urcorner
stix-_acidfree	\acidfree
stix-_infty	\infty
stix-_tieinfty	\tieinfty
stix-_iinfin	\iinfin
stix-_nvinfty	\nvinfty
fdsymbol-_angle	\angle
fdsymbol-_revangle	\revangle
fdsymbol-_sphericalangle	\sphericalangle
fdsymbol-_measuredangle	\measuredangle
fdsymbol-_revmeasuredangle	\revmeasuredangle
fdsymbol-_sphericalangledown	\sphericalangledown
fdsymbol-_measuredrightangle	\measuredrightangle
fdsymbol-_rightangle	\rightangle
fdsymbol-_sphericalangleleft	\sphericalangleleft
fdsymbol-_measuredrightangledot	\measuredrightangledot
fdsymbol-_rightanglesquare	\rightanglesquare
fdsymbol-_sphericalangleup	\sphericalangleup
stix-_angdnr	\angdnr
stix-_measanglerutone	\measanglerutone
stix-_rightanglemdot	\rightanglemdot
stix-_angle	\angle
stix-_measangleultonw	\measangleultonw
stix-_rightanglesqr	\rightanglesqr
stix-_angles	\angles
stix-_measangleurtone	\measangleurtone
stix-_sphericalangle	\sphericalangle
stix-_angleubar	\angleubar
stix-_measuredangle	\measuredangle
stix-_sphericalangleup	\sphericalangleup
stix-_gtlpar	\gtlpar
stix-_measuredangleleft	\measuredangleleft
stix-_threedangle	\threedangle
stix-_measangledltosw	\measangledltosw
stix-_measuredrightangle	\measuredrightangle
stix-_turnangle	\turnangle
stix-_measangledrtose	\measangledrtose
stix-_rangledownzigzagarrow	\rangledownzigzagarrow
stix-_wideangledown	\wideangledown
stix-_measangleldtosw	\measangleldtosw
stix-_revangle	\revangle
stix-_wideangleup	\wideangleup
stix-_measanglelutonw	\measanglelutonw
stix-_revangleubar	\revangleubar
stix-_measanglerdtose	\measanglerdtose
stix-_rightangle	\rightangle
